air_store_id,mean_visitors,median_visitors,min_visitors,max_visitors,std_visitors
air_754ae581ad80cc9f,12.200787401574804,9.0,1,59,10.816609947712239
air_75864c80d2fb334a,9.782945736434108,9.0,1,27,5.6657359673319325
air_75bd5d1b6dc6670d,15.19434628975265,14.0,1,35,7.369265038861848
air_764f71040a413d4d,46.92181069958848,43.0,17,93,15.709595215402139
air_77488fa378cf98c3,9.149674620390455,9.0,1,31,4.753642185138964
air_77dfc83450cbc89c,40.08838383838384,41.0,2,82,13.071556381784404
air_7831b00996701c0f,16.46212121212121,14.0,1,72,11.864043306998411
air_789103bf53b8096b,55.24390243902439,53.0,2,95,19.71392970440556
air_789466e488705c93,19.468354430379748,14.0,1,73,16.56492797013576
air_78df4dc6a7e83e41,16.4031007751938,15.0,1,132,10.896413131923547
air_79afb3f52b4d062c,7.545054945054945,7.0,1,29,4.6215417773788525
air_79f528087f49df06,30.053268765133172,26.0,1,91,20.352168134731652
air_7a81bd7fadcbf3d8,6.031914893617022,5.0,1,20,3.6786934696950055
air_7a946aada80376a4,24.70886075949367,21.0,3,91,14.843070776412615
air_7bacc4d36fb094c9,5.714285714285714,5.0,1,20,3.6059954346826273
air_7bc6ca04d7b0f3b8,21.783870967741937,21.5,1,47,8.274912245418733
air_7bda6048a4a78837,30.67595818815331,30.0,15,52,6.847710073958079
air_7c7774c66fb237f7,9.845622119815669,9.5,1,29,6.039641310875686
air_7cc17a324ae5c7dc,13.467084639498433,9.0,1,65,12.679330526728185
air_7cf5a02c0e01b647,26.254777070063696,26.0,2,90,11.671152539450963
air_7d65049f9d275c0d,8.464601769911505,7.0,1,28,5.953977872596995
air_7dacea2f22afccfb,26.82648401826484,30.0,1,57,14.766594830978006
air_7db266904cb0d72a,13.096,12.0,2,39,6.954151630472149
air_7e12c5d27f44a8de,29.86111111111111,31.0,1,96,13.755744155219633
air_7ef9a5ea5c8fe39f,13.47517730496454,13.0,1,57,8.411635358184286
air_7f3dc18494bce98b,17.597902097902097,16.0,1,77,10.03550866572568
air_7f9e15afafcf4c75,35.07692307692308,28.0,4,115,23.572977965213635
air_7fbf7649eb13ad9b,17.081447963800905,16.0,10,34,4.376867880039949
air_800c02226e2e0288,12.41871921182266,11.0,1,58,7.55553985562095
air_8093d0b565e9dbdf,34.85683760683761,35.0,6,79,13.623996976589195
air_8110d68cc869b85e,32.10144927536232,29.0,1,124,21.334275741119605
air_81546875de9c8e78,6.32129963898917,6.0,1,19,3.7165924143473044
air_81a12d67c22e012f,16.808353808353807,17.0,1,43,7.116042307407732
air_81bd68142db76f58,36.20161290322581,37.0,1,335,25.731557158968403
air_81c2600146d07d16,9.726775956284152,6.0,1,72,11.697266234066298
air_81c5dff692063446,13.034883720930232,10.0,1,63,9.740511699508701
air_820d1919cbecaa0a,29.996466431095406,29.0,3,53,7.778173787568252
air_82a6ae14151953ba,35.44489795918367,33.0,1,158,15.007990511403074
air_831658500aa7c846,30.341772151898734,30.0,3,62,12.8203553151031
air_832f9dbe9ee4ebd3,16.84010840108401,14.0,1,92,12.213184073189453
air_83db5aff8f50478e,7.074688796680498,6.0,1,28,4.773475149921243
air_84060403939d8216,14.98972602739726,15.0,1,42,6.585668386988161
air_848616680ef061bd,28.87713310580205,27.0,9,127,12.130790778158492
air_84f6876ff7e83ae7,20.056,21.0,2,44,9.404180903932867
air_8523d6a70de49e6c,36.667808219178085,36.0,2,107,15.764893944782553
air_859feab8e3c9f98d,18.545064377682404,17.0,1,54,8.49487087236051
air_85bd13a49370c392,10.898954703832752,11.0,2,26,4.708298612727575
air_86cfbf2624576fad,7.776162790697675,7.0,1,60,5.403746819896221
air_86f7b2109e4abd65,42.51948051948052,42.0,1,95,12.883029338876696
air_87059630ab6fe47f,6.25,5.0,1,30,4.522985640386118
air_87078cf7903a648c,6.962406015037594,6.0,1,31,5.236167423181418
air_87467487d21891dd,17.867924528301888,15.0,1,79,13.229955873642389
air_8764b3473ddcceaf,7.092409240924092,6.0,1,27,4.40853046548165
air_876d7a23c47811cb,17.65284974093264,18.0,2,37,8.017474707839513
air_877f79706adbfb06,11.81201044386423,12.0,1,38,4.595828051214539
air_87ca98aa7664de94,14.734939759036145,15.0,1,56,6.85639153898554
air_87f9e1024b951f01,10.476958525345623,9.0,1,38,7.609746634800067
air_883ca28ef0ed3d55,13.324894514767932,12.0,1,61,7.1507426904336375
air_88c8e34baa79217b,31.513513513513512,32.0,2,64,12.069678631120947
air_88ca84051ba95339,30.751295336787564,27.0,1,76,15.568209728864156
air_88f31db64991768a,9.263537906137184,9.0,1,28,5.271526513799926
air_890d7e28e8eaaa11,7.089068825910931,7.0,1,20,3.9990041879502627
air_89e7328af22efe74,41.48684210526316,37.5,4,93,20.70337610280639
air_8a1d21fad48374e8,12.843023255813954,11.0,2,52,7.709931935860157
air_8a59bb0c497b771e,28.14864864864865,30.0,5,45,7.571109231688946
air_8a906e5801eac81c,22.39378238341969,22.0,1,64,8.689767841371578
air_8b4a46dc521bfcfe,19.530075187969924,12.5,1,164,20.44581051319549
air_8c119d1f16049f20,28.42127659574468,26.0,3,94,12.535203072310265
air_8c3175aa5e4fc569,34.51877133105802,29.0,6,777,47.45420094708474
air_8cc350fd70ee0757,36.23890784982935,36.0,7,90,13.344907762389544
air_8ce035ee1d8a56a6,19.12,19.0,1,39,6.00548611303159
air_8d50c64692322dff,10.466666666666667,7.0,1,49,9.569255661100083
air_8d61f49aa0373492,45.13483146067416,43.0,1,92,17.579964849103877
air_8e429650fcf7a0ae,17.73498233215548,13.0,1,61,13.761278246916177
air_8e4360a64dbd4c50,27.22866894197952,26.0,2,66,10.48770956831568
air_8e492076a1179383,47.01851851851852,37.0,1,199,41.20839387874378
air_8e8f42f047537154,28.64516129032258,30.0,2,46,9.796447623456817
air_8ec47c0f1e2c879e,32.97931034482759,30.0,3,79,14.281388166618703
air_8f13ef0f5e8c64dd,32.68036529680365,26.0,1,182,31.033691780934152
air_8f273fb9ad2fed6f,22.5777027027027,19.0,1,65,13.12213976425608
air_8f3b563416efc6ad,13.62457337883959,13.0,1,27,4.594779300553589
air_900d755ebd2f7bbd,82.2,83.5,4,125,29.23516267856406
air_901925b628677c2e,9.827354260089686,8.0,1,49,7.348424317540614
air_90213bcae4afa274,28.007843137254902,27.0,3,69,13.48431347516651
air_90bd5de52c166767,21.384615384615383,21.0,1,51,10.243100090601803
air_90ed0a2f24755533,37.148809523809526,35.0,5,109,16.350809784539976
air_90f0efbb702d77b7,30.683397683397683,29.0,1,79,15.682167650215067
air_9105a29b0eb250d2,16.898954703832754,16.0,2,52,8.193053019763413
air_91236b89d29567af,15.288732394366198,13.5,1,60,7.942888888802714
air_9152d9926e5c4a3a,43.98148148148148,41.0,6,269,22.46841994626276
air_915558a55c2bc56c,17.620567375886523,18.0,2,41,6.3700815117998735
air_91beafbba9382b0a,25.732997481108313,16.0,1,137,24.564473902643016
air_91d72e16c4bcba55,16.417073170731708,16.0,1,61,8.494451013113967
air_9241121af22ff1d6,28.57792207792208,27.0,1,101,14.766049381197787
air_929d8513e3cdb423,7.705035971223022,7.0,1,29,4.54333842080046
air_931a8a4321b6e7d1,5.470873786407767,5.0,1,17,3.655483847536763
air_9352c401d5adb01b,24.299065420560748,25.0,1,53,8.853705561459126
air_9387ff95e886ebc7,24.96039603960396,21.0,1,88,18.87820127619318
air_938ef91ecdde6878,23.278195488721803,22.5,1,66,12.180314079327918
air_939964477035ef0b,19.724137931034484,21.0,1,44,10.155358178555202
air_93b9bb641f8fc982,26.193548387096776,26.0,3,228,12.444755563915527
air_93dd7070c9bf5453,16.74712643678161,13.0,1,69,13.982672183879409
air_93ebe490d4abb8e9,14.343283582089553,14.0,1,38,6.99965373735827
air_9438d67241c81314,33.4945295404814,33.0,1,82,11.07829357028862
air_947eb2cae4f3e8f2,30.547511312217196,29.0,2,63,14.552530415895141
air_9483d65e9cc9a6b7,14.304721030042918,15.0,2,28,4.23316381583183
air_950381108f839348,25.892116182572614,25.0,1,58,12.18386826585788
air_95d28905941fd4cb,26.851116625310173,25.0,3,138,10.706052944272628
air_95e917913cd988f3,19.486486486486488,19.0,1,45,10.037815255855044
air_96005f79124e12bf,24.795774647887324,22.0,2,73,13.891319063868485
air_965b2e0cf4119003,35.17355371900826,37.0,2,82,16.583464498283824
air_96743eee94114261,16.832080200501252,16.0,1,50,8.514213563011374
air_96773a6236d279b1,22.91941391941392,23.0,1,66,9.56906533680028
air_968d72c12eed09f0,17.972906403940886,17.0,1,69,10.12766678435472
air_96929a799b12a43e,25.07792207792208,26.0,1,80,13.348277433664451
air_96ec3cfe78cb0652,15.778115501519757,15.0,1,105,8.438226469468175
air_97159fc4e90053fe,23.466824644549764,23.0,2,53,11.23650264955273
air_97958e7fce98b6a3,22.11904761904762,20.0,1,67,12.813286797063421
air_97b2a9f975fc702c,35.705882352941174,31.0,4,112,21.179114394174686
air_97cf68dc1a9beac0,12.768595041322314,12.0,1,54,7.702734687716623
air_97e0f2feec4d577a,23.64344262295082,21.0,1,105,14.041968181280778
air_9828505fefc77d75,17.04149377593361,15.0,1,409,26.265280081494204
air_98b54e32ccddd896,16.931451612903224,17.0,2,45,8.019165978174005
air_990a642a3deb2903,27.570833333333333,27.0,1,72,13.312905594557316
air_99157b6163835eec,47.87566137566137,43.0,12,115,19.80402365706775
air_99a5183695b849f9,25.5625,22.5,1,71,15.568089738900749
air_99b01136f451fc0e,40.328947368421055,38.5,16,111,15.076651281536591
air_99c3eae84130c1cb,38.37759336099585,37.0,1,144,16.74896004285905
air_9a30407764f4ff84,21.009090909090908,17.0,1,82,13.190556643216693
air_9a6f6e7f623003d2,4.237113402061856,3.0,1,77,6.374777364193349
air_9aa32b3db0fab3a5,16.470149253731343,16.0,1,42,6.919224328949464
air_9aa92007e3628dbc,34.63008130081301,33.0,6,68,12.238670295649284
air_9ae7081cb77dc51e,22.37370242214533,23.0,1,63,11.03366693516439
air_9b13c7feb0a0c431,19.519900497512438,19.0,1,91,10.08571009496855
air_9b6af3db40da4ae2,36.895270270270274,32.0,3,92,18.09951337283647
air_9bbc673495e23532,7.094915254237288,5.0,1,36,5.212929495146193
air_9bf0ccac497c4af3,38.67063492063492,36.0,1,84,15.037226409192801
air_9bf595ef095572fb,26.22680412371134,25.0,4,68,12.316659719571172
air_9c6787aa03a45586,76.45714285714286,83.0,2,142,36.80094741781604
air_9ca2767761efff4d,10.331896551724139,6.0,1,68,10.976055001707469
air_9cd5e310f488bced,12.992831541218639,12.0,1,44,7.81300927274376
air_9cf2f1ba86229773,31.0,32.5,1,55,11.88836966675134
air_9d3482b4680aee88,7.322259136212624,7.0,1,24,4.573015366905945
air_9d452a881f7f2bb7,8.601049868766404,7.0,1,71,8.061500379492598
air_9d474ec2448c700d,13.035019455252918,13.0,1,39,6.60749007545802
air_9d5a980b211e1795,10.402489626556017,11.0,1,23,3.9528252060098654
air_9d93d95720f2e831,8.399441340782124,8.0,1,22,4.3578963034045834
air_9dc9483f717d73ee,6.959641255605381,7.0,1,26,3.823019873320542
air_9dd7d38b0f1760c4,3.7004608294930876,3.0,1,12,2.3722254299194914
air_9e920b758503ef54,4.673003802281369,4.0,1,16,2.84583419060976
air_9efaa7ded03c5a71,20.109848484848484,16.0,1,89,16.485944513945196
air_9f277fb7a2c1d842,10.396475770925111,8.0,1,48,8.694297230336318
air_9fc607777ad76b26,14.64327485380117,12.0,1,59,11.531733538087066
air_a083834e7ffe187e,27.32563025210084,25.0,1,91,15.800767956748137
air_a11473cc1eb9a27f,31.827868852459016,33.0,2,78,14.38345678842105
air_a17f0778617c76e2,44.59574468085106,43.0,10,109,24.796265124153436
air_a1fe8c588c8d2f30,15.648590021691973,13.0,1,89,11.848781957534895
air_a218912784bf767d,16.225925925925925,14.5,1,42,9.139810081267017
air_a21ffca0bea1661a,1.1875,1.0,1,10,0.7785448448687452
air_a239a44805932bab,29.59349593495935,29.0,1,56,7.87798523748453
air_a24bf50c3e90d583,22.395189003436425,20.0,2,76,13.247192710364482
air_a2567267116a3b75,24.325259515570934,22.0,1,89,14.5868359609806
air_a257c9749d8d0ff6,21.955974842767297,21.0,1,66,11.437970250109982
air_a271c9ba19e81d17,25.94256756756757,25.0,1,67,10.616588179433649
air_a2b29aa7feb4e36f,17.8206106870229,16.5,1,61,11.578247655959023
air_a304330715435390,8.696581196581196,8.0,1,24,4.015772158609039
air_a33461f4392ec62c,23.864,23.0,1,57,8.219229094485113
air_a373500730e2a9e0,10.431472081218274,10.0,1,39,5.179390000677377
air_a38f25e3399d1b25,37.678260869565214,35.0,1,124,24.583076108489006
air_a41b032371a63427,12.181818181818182,10.0,1,56,8.187145782298375
air_a49f1cf0634f13e5,17.670833333333334,17.0,1,45,9.590571519161736
air_a510dcfe979f09eb,16.435374149659864,14.0,1,58,10.642543273763895
air_a546cbf478a8b6e4,29.17167381974249,28.0,2,73,13.375726381695141
air_a55d17bd3f3033cb,12.025806451612903,11.0,1,36,6.671105076117164
air_a563896da3777078,29.08048780487805,29.0,2,81,12.66421173741851
air_a678e5b144ca24ce,16.83756345177665,16.0,1,41,6.775123645325568
air_a7404a854919e990,8.593856655290102,8.0,1,25,4.3724969129039435
air_a8533b7a992bb0ca,30.823788546255507,26.0,1,118,17.928968449886963
air_a85f0c0c889f6b7e,37.6360294117647,37.0,1,130,18.34649759066156
air_a85f8c0bfd61889f,10.207317073170731,9.0,1,54,7.127534086925068
air_a88ac559064dec08,35.97536945812808,35.0,2,88,19.28022596095282
air_a9133955abccf071,27.635220125786162,25.5,2,76,14.767353106590754
air_a9178f19da58fe99,7.543478260869565,6.0,1,202,13.53034196861761
air_a9a380530c1e121f,44.875,47.0,1,64,13.25912844720524
air_aa0049fe3cc6f4d6,8.506637168141593,7.0,1,82,7.329885986670965
air_ab3ae0e410b20069,29.56787330316742,28.0,1,88,15.59888825337502
air_ab9746a0f83084b7,15.428571428571429,15.0,1,37,6.242004614527524
air_abcdc8115988a010,10.65234375,10.0,1,27,5.749018191967097
air_abf06fcca748dca5,18.941834451901567,15.0,1,80,14.68888781789801
air_ac7a7427c9ae12a5,46.580357142857146,45.0,14,90,16.623576316724858
air_ad13e71e21235131,19.258992805755394,14.0,1,128,16.203951975728547
air_ad60f6b76c9df7ed,20.62780269058296,20.0,1,44,6.831335993521994
air_ad7777590c884721,9.165394402035624,9.0,1,20,4.142933916735576
air_add9a575623726c8,36.57142857142857,35.0,1,152,19.358119032766908
air_ade6e836ffd1da64,15.928838951310862,13.0,1,53,12.163616390058188
air_aed3a8b49abe4a48,9.08,9.0,1,38,6.3752028735430954
air_af03c277a167b2bd,25.073929961089494,23.0,1,77,12.575955997883435
air_af24e3e817dea1e5,14.08,13.0,1,66,6.773779417078836
air_af63df35857b16e6,22.98168498168498,23.0,2,45,9.350784102248813
air_b0a6a4c5e95c74cf,13.583333333333334,13.0,1,34,5.880965700950618
air_b162fb07fbbdea33,13.553884711779448,13.0,1,35,5.151618635884241
air_b192fb5310436005,10.527272727272727,9.0,1,39,7.225887279061096
air_b1a72bf1ebf4b8ef,38.53125,33.0,1,140,21.501641524202142
air_b1bb1fae86617d7a,34.135416666666664,34.0,2,115,18.639703149658725
air_b1d822f75c9fc615,18.443478260869565,16.0,2,77,12.579466828792631
air_b2395df0e874078d,6.541062801932367,5.0,1,30,4.909571079570716
air_b23d0f519291247d,36.778169014084504,27.0,1,189,31.069455115251245
air_b259b4e4a51a690d,13.441558441558442,11.0,1,81,11.252297957310397
air_b28bed4b2e7167b7,14.096219931271477,12.0,1,42,7.784003455789269
air_b2a639cc7e02edf1,22.905594405594407,19.0,1,80,16.317513038165632
air_b2d8bc9c88b85f96,20.664319248826292,19.0,1,228,16.541640693401767
air_b2d97bd2337c5ba7,37.422680412371136,38.0,4,78,14.436425470899017
air_b2dcec37b83e2494,9.05813953488372,9.0,1,28,4.5464005974953
air_b30fffd7ab1e75a5,11.797029702970297,12.0,1,29,5.285236274446514
air_b3180b74332ba886,10.770833333333334,9.0,1,42,7.099779964474338
air_b3a824511477a4ed,9.045454545454545,9.0,1,20,3.3954448373009276
air_b439391e72899756,20.9645390070922,19.5,1,120,14.174766486502397
air_b45b8e456f53942a,11.363636363636363,10.0,1,30,6.989696629320002
air_b4f32bcc399da2b9,32.23201856148492,27.0,1,107,23.52123227589063
air_b5598d12d1b84890,6.003787878787879,5.0,1,23,3.4448375505254685
air_b5bdd318005d9aa4,23.591489361702127,21.0,5,93,11.930851872552978
air_b60cc7d6aee68194,16.673202614379086,15.0,1,103,11.97513621296726
air_b711b43ae472cb6b,21.03862660944206,20.0,5,47,8.356974260779037
air_b7fa3d2fca744dd2,40.68702290076336,40.0,1,99,14.457935450534462
air_b80fed1a07c817d2,5.5476190476190474,5.0,1,24,3.7608050456016735
air_b88192b35ac03c24,18.294520547945204,15.5,1,55,11.21251620737322
air_b8925441167c3152,6.095238095238095,3.0,1,47,6.8644062313900545
air_b8a5ee69e5fdcc5b,38.9757785467128,34.0,7,106,19.93712603705596
air_b8d9e1624baaadc2,7.764,7.0,1,72,6.298809730104908
air_b9e27558fb8bd5c4,12.477572559366754,12.0,1,35,7.500715903531365
air_ba495cccc8f0f237,19.076433121019107,18.0,1,57,10.141892098391272
air_ba937bf13d40fb24,22.782608695652176,22.0,1,61,11.810525698707135
air_bac5f4441db21db9,41.20161290322581,37.0,7,98,14.763440915701585
air_baf28ac9f13a307d,15.186046511627907,14.0,1,37,7.4828645807788865
air_bb09595bab7d5cfb,26.07246376811594,25.0,1,82,13.921409375443373
air_bb26d6d079594414,20.338461538461537,17.0,1,102,15.32837774497019
air_bb4ff06cd661ee9b,31.333333333333332,34.0,1,46,10.779372513967212
air_bbe1c1a47e09f161,2.640909090909091,1.0,1,33,4.055906014567366
air_bc991c51d6613745,15.293893129770993,13.0,1,55,11.235270515631399
air_bc9a129e11a2efe0,32.15593220338983,31.0,5,72,11.168594683588102
air_bcce1ea4350b7b72,16.598591549295776,15.0,2,88,12.22409129151324
air_bd74a9222edfdfe1,12.106164383561644,11.0,1,30,6.9681920683494045
air_bdd32aa407c16335,13.793258426966291,13.0,1,40,6.8751707227420065
air_bebd55ed63ab2422,8.254901960784315,6.0,1,35,6.3575955479857145
air_bed603c423b7d9d4,6.664233576642336,5.0,1,43,6.002780030266165
air_bedd35489e666605,37.32793522267207,37.0,1,81,16.127343498573783
air_bf13014b6e3e60ca,33.034188034188034,29.0,1,102,16.994031582403245
air_bf21b8350771879b,25.848484848484848,25.0,10,74,7.769611216656704
air_bf617aa68d5f1cfa,6.238938053097345,6.0,1,16,3.3777687212009213
air_bf7591560077332d,8.101648351648352,7.0,1,26,4.670769254600551
air_bfafaed35e213fd7,12.854395604395604,11.0,1,112,9.075636104873304
air_bfda7731a6c6fc61,16.47780678851175,16.0,1,42,6.687794884177698
air_c027e2b560442808,18.494584837545126,17.0,1,48,9.290255506785778
air_c0385db498b391e5,27.697508896797153,27.0,3,77,12.683128311747142
air_c1d5d165c055b866,28.122065727699532,27.0,3,69,12.691048497189765
air_c1ff20617c54fee7,8.06030150753769,8.0,1,21,3.494061615842049
air_c225148c0fcc5c72,25.35022026431718,22.0,2,77,13.341772851504171
air_c2626f5f86d57342,20.936758893280633,19.0,2,73,10.722137784037791
air_c26f027b5bc1f081,6.947368421052632,6.0,1,33,5.776452969330104
air_c28983412a7eefcf,39.510373443983404,35.0,8,111,17.75718446929651
air_c2c8435bdb3516d4,33.4212962962963,30.0,1,103,22.43057472082329
air_c31472d14e29cee8,14.058568329718005,13.0,1,42,8.128775865793028
air_c3585b0fba3998d0,9.243243243243244,6.0,1,37,8.117363988380648
air_c3bc011cca3bec65,11.095744680851064,11.0,1,36,6.490731112035364
air_c3dcaf3aeb18e20e,13.535836177474403,13.0,1,36,6.7068952762841665
air_c47aa7493b15f297,24.102040816326532,23.0,2,68,11.795464705609442
air_c4fa5c562d5409ca,18.841975308641974,16.0,1,100,12.568809266813123
air_c52c63c781fe48f6,29.221774193548388,28.0,11,60,8.886327217382448
air_c5459218282bedd5,20.996402877697843,20.0,1,59,10.379964803623764
air_c66dbd2c37832d00,16.237373737373737,17.0,2,34,5.554457410823029
air_c6a164dd4060e960,14.05511811023622,11.0,1,59,11.26216798326955
air_c6aa2efba0ffc8eb,28.45049504950495,23.5,2,348,26.723943924095188
air_c6ffd6a93e6b68d6,13.237037037037037,11.0,1,59,9.178289728518633
air_c73d319ffabf287a,16.107142857142858,16.0,1,43,8.595688902713967
air_c759b6abeb552160,8.642633228840126,5.0,1,57,9.604974501926906
air_c77ee2b7d36da265,41.88381742738589,43.0,1,88,13.300806192352715
air_c7d30ab0e07f31d5,12.916184971098266,12.0,1,32,6.528104095717767
air_c7f78b4f3cba33ff,23.972350230414747,24.0,1,70,12.927832826134262
air_c8265ecc116f2284,8.226765799256505,7.0,1,37,6.45106935664151
air_c88467d88b2c8ecd,19.183406113537117,19.0,2,37,6.7662400295127
air_c8a657c8c5c93d69,7.71280276816609,7.0,1,38,5.1333477508448055
air_c8c0ef02ed72053f,25.385416666666668,20.0,1,78,16.042867090852983
air_c8fe396d6c46275d,17.5859649122807,14.0,1,103,12.980638867994895
air_c92745dfdd2ec68a,14.444201312910284,14.0,1,52,8.5615453922317
air_c9ed65554b6edffb,18.953846153846154,16.0,1,74,11.317409960506183
air_c9f6de13be8b8f25,6.722610722610723,5.0,1,37,5.545476955459253
air_ca1315af9e073bd1,43.83076923076923,45.0,1,75,12.079507949077723
air_ca6ae8d49a2f1eaf,26.63050847457627,24.0,1,72,14.333814905340946
air_ca957d3a1529fbd3,30.5375,30.0,5,62,10.321132908689263
air_cadf9cfb510a1d78,38.125,32.0,5,167,23.996439412496425
air_caf996ac27206301,4.373540856031128,4.0,1,13,2.7670918269888203
air_cb083b4789a8d3a2,30.497737556561084,26.0,1,369,27.42089853882007
air_cb25551c4cd8d9f3,9.181132075471698,8.0,1,27,5.498383254241225
air_cb7467aed805e7fe,35.55813953488372,33.0,1,94,15.71829949149136
air_cb935ff8610ba3d3,6.471204188481676,5.0,1,35,5.644555654991645
air_cbe139af83feb388,11.0,10.0,1,33,5.6415723100476525
air_cbe867adcf44e14f,17.425619834710744,14.0,1,68,13.382834294856538
air_cc1a0e985ce63711,28.424657534246574,26.5,3,74,12.028794557549968
air_cc35590cd1da8554,19.87878787878788,20.0,2,39,8.316721255243419
air_ccd19a5bc5573ae5,36.58419243986254,32.0,3,103,20.756277595084782
air_cd4b301d5d3918d8,6.127659574468085,6.0,3,19,2.165524933227947
air_cd5f54969be9ed08,6.901639344262295,7.0,1,25,2.655562795792311
air_ced6297e5bdf5130,27.77122641509434,29.0,1,47,8.471731461356834
air_cf2229e64408d9fe,18.535398230088497,15.0,1,57,12.371331880900073
air_cf22e368c1a71d53,28.75657894736842,27.0,1,57,9.374473378958355
air_cf5ab75a0afb8af9,53.83018867924528,56.0,5,92,18.80030262548636
air_cfcc94797d2b5d3d,15.927480916030534,11.0,1,80,13.809822443780845
air_cfdeb326418194ff,17.09090909090909,15.0,1,877,43.81728847576676
air_d00161e19f08290b,24.997844827586206,22.0,2,87,15.25216394694282
air_d00a15343325e5f7,18.15,14.0,1,118,11.665957340461004
air_d07e57b21109304a,11.079037800687285,10.0,2,29,5.356653011421693
air_d0a1e69685259c92,20.502222222222223,17.0,1,77,14.974402641563547
air_d0a7bd3339c3d12a,22.08176100628931,16.0,1,136,21.868251493603616
air_d0e8a085d8dc83aa,9.997885835095138,9.0,1,33,5.333972882128082
air_d138b593ebda55cc,6.172645739910314,6.0,1,34,3.7391660062816645
air_d1418d6fd6d634f2,18.71167883211679,17.0,1,55,10.866526656057259
air_d186b2cb0b9ce022,12.415441176470589,12.0,1,29,4.806996418221328
air_d1f20424f76cc78e,20.42292490118577,20.0,1,46,8.603650719126081
air_d34c0861a2be94cb,43.23514851485149,44.0,1,74,11.816909792743997
air_d3e7b5952cd09ccb,21.410041841004183,21.0,1,47,8.471855505881086
air_d44d210d2994f01b,4.602941176470588,4.0,1,19,3.2803773943116887
air_d473620754bf9fc2,11.401433691756273,11.0,1,36,5.909704074966946
air_d477b6339b8ce69f,9.511194029850746,8.0,1,32,5.975281924275287
air_d4981cdde163b172,26.741803278688526,26.0,1,59,12.42040230598924
air_d4b5a4b04c5f2d04,15.624691358024691,13.0,1,115,13.150777664617685
air_d4d218b451f82c3d,10.602888086642599,11.0,1,31,6.098918201036742
air_d500b48a8735fbd3,24.451476793248943,23.0,1,54,9.283823178510053
air_d54d6fcb116fbed3,4.963060686015831,5.0,1,11,2.3968027919066666
air_d5e0a20370c325c7,24.107526881720432,22.0,2,55,9.953490079197737
air_d63cfa6d6ab78446,18.432989690721648,18.0,3,35,7.150039650960634
air_d69b08a175bc0387,10.061032863849766,9.0,1,29,5.725730806437094
air_d6b3e67261f07646,14.923076923076923,12.0,1,47,9.747532199997792
air_d8abb9e490abf94f,11.903448275862068,11.0,3,27,4.404816706013808
air_d97dabf7aae60da5,37.75420168067227,30.5,3,139,24.8147766502834
air_d98380a4aeb0290b,50.845454545454544,48.0,1,328,29.239113843125583
air_daa7947e1c47f5ed,27.756013745704468,25.0,1,124,14.673889193222863
air_dabfbd0ec951925a,8.202479338842975,8.0,1,50,5.000862378906897
air_dad0b6a36138f309,7.24892703862661,7.0,1,19,3.9531536034863533
air_db1233ad855b34d5,30.493055555555557,26.0,1,114,20.26771914675001
air_db4b38ebe7a7ceff,16.2144420131291,16.0,1,48,8.743040425569543
air_db80363d35f10926,25.29268292682927,18.0,1,109,22.3157824496804
air_dbf64f1ce38c7442,19.072992700729927,17.0,1,164,14.032476740231862
air_dc0e080ba0a5e5af,9.781569965870307,9.0,1,49,6.019949846709945
air_dc71c6cc06cd1aa2,7.735191637630662,7.0,1,34,5.456078461993223
air_de692863bb2dd758,20.238979118329468,20.0,2,48,9.450284252007927
air_de803f7e324936b8,22.98639455782313,21.0,1,72,12.673363749658753
air_de88770300008624,20.70877944325482,17.0,1,101,14.4620558737348
air_dea0655f96947922,35.74364406779661,34.0,9,162,12.597305421796694
air_df507aec929ce5f6,20.065934065934066,16.0,1,121,16.46060506388408
air_df554c4527a1cfe6,63.0,56.0,2,205,39.233875282681026
air_df5cf5cd03eb68d0,7.078260869565217,6.0,1,46,5.213156142552509
air_df843e6b22e8d540,13.294326241134751,10.5,1,75,11.229817154196034
air_df9355c47c5df9d3,24.94144144144144,23.0,1,65,10.957804454170162
air_dfad598ff642dab7,25.071748878923767,23.0,1,77,14.448335236000462
air_dfe068a1bf85f395,34.78,35.0,2,66,10.982077403496366
air_e00fe7853c0100d6,20.38255033557047,19.0,1,55,11.01755191540289
air_e0118664da63a2d0,12.103030303030303,10.0,1,93,8.351418526050248
air_e01d99390355408d,10.699074074074074,9.0,1,71,7.590579035353503
air_e053c561f32acc28,28.506849315068493,26.0,2,83,16.604452917989754
air_e08b9cf82057a170,30.140893470790378,27.0,7,88,15.924955840105243
air_e0aee25b56a069f2,14.680672268907562,15.0,1,26,4.46445459383441
air_e0e69668214ff972,11.62655601659751,10.0,1,51,6.812485486679887
air_e0f241bd406810c0,29.511166253101738,31.0,2,98,9.989384882364506
air_e1b76fcb5208fb6b,11.28135593220339,10.0,4,43,4.344692382285641
air_e2208a79e2678432,41.108,41.0,13,89,9.574917869560831
air_e270aff84ac7e4c8,21.07872340425532,21.0,1,59,9.547556562802873
air_e3020992d5fe5dfd,12.464435146443515,12.0,2,30,6.331012005985774
air_e34c631c766f2766,28.153310104529616,27.0,4,80,10.154962677278801
air_e42bdc3377d1eee7,22.8130081300813,20.0,1,372,32.60301444211943
air_e483f5b3c4f310e0,6.205445544554456,6.0,1,15,2.954555728507843
air_e524c6a9e06cc3a1,7.768041237113402,7.0,1,26,4.778276542155823
